STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PNUMOCCSNAME,PDAY,PDAYNAME,PMONTH,PMONTHNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PMAKE,PMAKENAME,PMODEL,PMAK_MOD,PBODYTYP,PBODYTYPNAME,PMODYEAR,PMODYEARNAME,PVIN,PVINNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PTRAILERNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PMCARR_ID,PMCARR_IDNAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDERIDE,PUNDERIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PFIRE,PFIRENAME,PDEATHS,PTRLR1VIN,PTRLR1VINNAME,PTRLR2VIN,PTRLR2VINNAME,PTRLR3VIN,PTRLR3VINNAME,PVPICMAKE,PVPICMAKENAME,PVPICMODEL,PVPICMODELNAME,PVPICBODYCLASS,PVPICBODYCLASSNAME,PICFINALBODY,PICFINALBODYNAME,PGVWR_FROM,PGVWR_FROMNAME,PGVWR_TO,PGVWR_TONAME,PTRLR1GVWR,PTRLR1GVWRNAME,PTRLR2GVWR,PTRLR2GVWRNAME,PTRLR3GVWR,PTRLR3GVWRNAME
6,California,61122,2,1,1,01,22,22,4,April,20,8:00pm-8:59pm,0,0,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,17,Ford Taurus/Taurus X,4,"4-door sedan, hardtop",1997,1997,888888888888,Not Reported,8,8,8,8,8,8,8,8,8,8,8,8,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,460,Ford,1782,Taurus,13,Sedan/Saloon,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61123,2,1,1,01,23,23,4,April,6,6:00am-6:59am,52,52,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,880,"Ford Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",1999,1999,1FDWW32S6XEA,1FDWW32S6XEA,1,F,D,W,W,3,2,S,6,X,E,A,0,No Trailing Units,77,Not Reported,777777777,Not Reported,77777777777,Not Reported,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,460,Ford,1806,F-350,60,Pickup,0,Not Applicable,13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61141,4,3,0,None,1,1,5,May,19,7:00pm-7:59pm,5,5,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,35,Nissan/Datsun,421,Nissan/Datsun Pathfinder Armada,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2004,2004,5N1AA08B94N7,5N1AA08B94N7,5,N,1,A,A,0,8,B,9,4,N,7,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,11,11 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,478,Nissan,1915,Armada,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61141,5,3,0,None,1,1,5,May,19,7:00pm-7:59pm,5,5,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,32,Toyota Corolla,4,"4-door sedan, hardtop",2005,2005,1NXBR32E85Z5,1NXBR32E85Z5,1,N,X,B,R,3,2,E,8,5,Z,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,448,Toyota,2208,Corolla,13,Sedan/Saloon,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61173,2,1,0,None,4,4,8,August,18,6:00pm-6:59pm,13,13,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2020,2020,3AKBHKDV9LSL,3AKBHKDV9LSL,3,A,K,B,H,K,D,V,9,L,S,L,1,One Trailing Unit,57,US DOT,1105901,1105901,571105901,571105901,6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,10,10 Clock Point,6,Disabling Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,0,3H3V532C7FT5,3H3V532C7FT5,777777777777,No Trailing Units,777777777777,No Trailing Units,450,Freightliner,13806,"New Cascadia 126"" Day cab",66,Truck-Tractor,0,Not Applicable,17,"Class 7: 26,001 - 33,000 lbs. (11,794 - 14,969 kg)",17,"Class 7: 26,001 - 33,000 lbs. (11,794 - 14,969 kg)",17,"Class 7: 26,001 - 33,000 lbs (11,794 - 14,969 kg)",77,No Trailing Units,77,No Trailing Units
6,California,61173,3,1,0,None,4,4,8,August,18,6:00pm-6:59pm,13,13,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,98,Other Make,809,Other Make Sterling,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",2000,2000,49H67FAC7YHF,49H67FAC7YHF,4,9,H,6,7,F,A,C,7,Y,H,F,0,No Trailing Units,57,US DOT,1105901,1105901,571105901,571105901,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,61,Left,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,9271,Sterling Truck,9605,SC7000,11,Truck,0,Not Applicable,16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61173,4,1,0,None,4,4,8,August,18,6:00pm-6:59pm,13,13,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,84,International Harvester/Navistar,881,International Harvester/Navistar Medium/Heavy - CBE,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",2019,2019,1HTMMMML1KH5,1HTMMMML1KH5,1,H,T,M,M,M,M,L,1,K,H,5,0,No Trailing Units,57,US DOT,1105901,1105901,571105901,571105901,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,526,International,2649,MA025,11,Truck,0,Not Applicable,16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61190,3,2,0,None,3,3,2,February,22,10:00pm-10:59pm,11,11,12,Motor Vehicle In-Transport,6,Angle,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,442,Toyota Sienna,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2004,2004,5TDZA23C44S0,5TDZA23C44S0,5,T,D,Z,A,2,3,C,4,4,S,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,3,Towed But Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,448,Toyota,2468,Sienna,2,Minivan,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61221,2,1,0,None,11,11,5,May,0,0:00am-0:59am,17,17,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2009,2009,1FUBGKDR19LA,1FUBGKDR19LA,1,F,U,B,G,K,D,R,1,9,L,A,1,One Trailing Unit,57,US DOT,3135247,3135247,573135247,573135247,6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units,450,Freightliner,2501,Cascadia,66,Truck-Tractor,0,Not Applicable,17,"Class 7: 26,001 - 33,000 lbs. (11,794 - 14,969 kg)",17,"Class 7: 26,001 - 33,000 lbs. (11,794 - 14,969 kg)",98,Not Reported,77,No Trailing Units,77,No Trailing Units
6,California,61232,2,1,0,None,6,6,3,March,7,7:00am-7:59am,40,40,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,444,Ford Transit Connect,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2015,2015,NM0LS7EX2F12,NM0LS7EX2F12,N,M,0,L,S,7,E,X,2,F,1,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,0,No Damage,5,Not Towed,8,Pedestrian,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,460,Ford,1811,Transit Connect,95,Cargo Van,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61249,2,1,0,None,4,4,9,September,4,4:00am-4:59am,20,20,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,34,BMW,34,BMW 3-series,4,"4-door sedan, hardtop",2009,2009,WBAPH57599NM,WBAPH57599NM,W,B,A,P,H,5,7,5,9,9,N,M,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,7,7 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,452,BMW,1709,328i,13,Sedan/Saloon,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61310,2,1,0,None,19,19,5,May,7,7:00am-7:59am,20,20,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,87,Peterbilt,881,Peterbilt Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2016,2016,1XPBD49X1GD3,1XPBD49X1GD3,1,X,P,B,D,4,9,X,1,G,D,3,1,One Trailing Unit,57,US DOT,3402817,3402817,573402817,573402817,19,"Truck More Than 10,000 lbs, Cannot Classify",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,1UYFS2487SA5,1UYFS2487SA5,777777777777,No Trailing Units,777777777777,No Trailing Units,495,Peterbilt,2787,579,66,Truck-Tractor,0,Not Applicable,18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",13,"Class 3: 10,001 - 14,000 lbs (4,536 - 6,350 kg)",77,No Trailing Units,77,No Trailing Units
6,California,61347,2,1,0,None,24,24,7,July,20,8:00pm-8:59pm,35,35,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,37,Honda,32,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",4,"4-door sedan, hardtop",2019,2019,1HGCV1F47KA0,1HGCV1F47KA0,1,H,G,C,V,1,F,4,7,K,A,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,62,Left-Front Side,4,Functional Damage,3,Towed But Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,474,Honda,1861,Accord,13,Sedan/Saloon,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61406,3,2,0,None,29,29,9,September,20,8:00pm-8:59pm,54,54,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,9,Chevrolet Camaro,2,"2-door sedan,hardtop,coupe",2013,2013,2G1FT1EW8D92,2G1FT1EW8D92,2,G,1,F,T,1,E,W,8,D,9,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,81,Right,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,467,Chevrolet,1829,Camaro,3,Coupe,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61406,4,2,0,None,29,29,9,September,20,8:00pm-8:59pm,54,54,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,97,Not Reported,997,Not Reported Not Reported,98,Not Reported,9998,Not Reported,888888888888,Not Reported,8,8,8,8,8,8,8,8,8,8,8,8,0,No Trailing Units,99,Unknown,999999999,Unknown,99999999999,Unknown,99,Unknown,99,Unknown,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,99,Reported as Unknown,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,99998,Not Reported,99998,Not Reported,998,Not Reported,0,Not Applicable,98,Not Reported,98,Not Reported,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61453,2,1,0,None,24,24,5,May,5,5:00am-5:59am,15,15,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,98,Other Make,808,Other Make UD,61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",1998,1998,JNAMA20H5WGF,JNAMA20H5WGF,J,N,A,M,A,2,0,H,5,W,G,F,0,No Trailing Units,88,None,888888888,None,88888888888,None,2,Single-Unit Truck (3 or more axles),97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,518,UD,5421,UD1800,11,Truck,0,Not Applicable,15,"Class 5: 16,001 - 19,500 lbs. (7,258 - 8,845 kg)",15,"Class 5: 16,001 - 19,500 lbs. (7,258 - 8,845 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61485,5,4,0,None,19,19,6,June,16,4:00pm-4:59pm,0,0,12,Motor Vehicle In-Transport,6,Angle,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,23,GMC,481,"GMC C, K, R, V-series pickup/     Sierra",34,Light Pickup,2001,2001,1GTEC14V31Z3,1GTEC14V31Z3,1,G,T,E,C,1,4,V,3,1,Z,3,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,472,GMC,1857,Sierra,60,Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61487,2,1,2,02,11,11,8,August,22,10:00pm-10:59pm,0,0,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,18,Indiana,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2020,2020,3AKJHHDR8LSL,3AKJHHDR8LSL,3,A,K,J,H,H,D,R,8,L,S,L,1,One Trailing Unit,57,US DOT,53773,53773,5753773,5753773,6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,3,Towed But Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,0,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units,450,Freightliner,13805,"New Cascadia 126"" Sleepercab",66,Truck-Tractor,0,Not Applicable,18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",98,Not Reported,77,No Trailing Units,77,No Trailing Units
6,California,61503,2,1,0,None,21,21,5,May,22,10:00pm-10:59pm,55,55,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,20,Kansas,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,7,Dodge,26,Dodge Avenger,4,"4-door sedan, hardtop",2014,2014,1C3CDZAG4EN2,1C3CDZAG4EN2,1,C,3,C,D,Z,A,G,4,E,N,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,476,Dodge,1892,Avenger,13,Sedan/Saloon,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
6,California,61543,2,1,0,None,28,28,8,August,6,6:00am-6:59am,10,10,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,7,Dodge,880,"Dodge Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",2016,2016,3C63RRGLXGG1,3C63RRGLXGG1,3,C,6,3,R,R,G,L,X,G,G,1,0,No Trailing Units,88,None,888888888,None,88888888888,None,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,30,Utility Pole/Light Support,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,496,Ram,13622,3500,60,Pickup,0,Not Applicable,13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
