STATE,STATENAME,LATITUDE,LONGITUDE
1,Alabama,34.05871389,-86.46934167
1,Alabama,31.25979444,-86.47035278
1,Alabama,31.95036111,-86.47681944
1,Alabama,33.75406667,-86.47983333
1,Alabama,34.9436,-86.48232778
1,Alabama,33.57496667,-86.48591111
1,Alabama,34.26489722,-86.49575278
1,Alabama,31.98490278,-86.50312778
1,Alabama,34.8556,-86.50921667
1,Alabama,33.27318889,-86.51004167
1,Alabama,32.430725,-86.51148333
1,Alabama,32.54316944,-86.51496667
1,Alabama,32.00342778,-86.52303611
1,Alabama,33.69986389,-86.52506667
1,Alabama,34.66630556,-86.53000278
1,Alabama,32.71838889,-86.53108056
1,Alabama,34.17336389,-86.53299167
1,Alabama,33.35074722,-86.53566667
1,Alabama,33.68211667,-86.53661111
1,Alabama,33.66863056,-86.53892778
1,Alabama,34.13048611,-86.53979722
1,Alabama,34.82938889,-86.55433889
1,Alabama,33.23978889,-86.55436944
1,Alabama,34.75446667,-86.559575
1,Alabama,34.06766111,-86.56032222
1,Alabama,31.416425,-86.56036389
1,Alabama,33.59986944,-86.56931111
1,Alabama,33.59998889,-86.56984722
1,Alabama,34.83590556,-86.57125
1,Alabama,34.71951944,-86.57361944
1,Alabama,32.80046944,-86.57506389
1,Alabama,34.04941667,-86.57688611
1,Alabama,33.54609167,-86.57767222
1,Alabama,33.20605833,-86.58444444
1,Alabama,34.4723,-86.58560833
1,Alabama,34.54863889,-86.58665278
1,Alabama,34.70581667,-86.58885556
1,Alabama,34.72001111,-86.59115556
1,Alabama,33.54473611,-86.59306111
1,Alabama,32.57423611,-86.59536667
1,Alabama,33.81637778,-86.59953056
1,Alabama,34.74196667,-86.60048611
1,Alabama,33.44654444,-86.602175
1,Alabama,34.73899722,-86.60308056
1,Alabama,34.04423611,-86.60374722
1,Alabama,32.62041944,-86.60446944
1,Alabama,34.73606111,-86.60955
1,Alabama,32.8692,-86.61034167
1,Alabama,34.712075,-86.61209722
1,Alabama,32.93655833,-86.61577222
1,Alabama,34.70062778,-86.62729444
1,Alabama,34.69208889,-86.62751667
1,Alabama,34.71947222,-86.62755556
1,Alabama,34.7406,-86.62809167
1,Alabama,31.78958889,-86.6285
1,Alabama,34.73501944,-86.63306944
1,Alabama,31.78335556,-86.64065833
1,Alabama,34.75841944,-86.64116944
1,Alabama,33.54449722,-86.64278889
1,Alabama,33.11284444,-86.64509167
1,Alabama,34.76422222,-86.64555
1,Alabama,33.961325,-86.64896111
1,Alabama,33.87448889,-86.65496667
1,Alabama,33.65325556,-86.65856111
1,Alabama,33.62956944,-86.65865833
1,Alabama,34.79098889,-86.66711944
1,Alabama,34.74646667,-86.67018333
1,Alabama,34.70706389,-86.67059167
1,Alabama,34.74972778,-86.67482222
1,Alabama,34.50894167,-86.67485556
1,Alabama,34.80085556,-86.67793889
1,Alabama,33.65109722,-86.67971944
1,Alabama,32.83206111,-86.68208889
1,Alabama,33.625025,-86.682275
1,Alabama,33.58699722,-86.68313889
1,Alabama,33.74816389,-86.68436944
1,Alabama,33.79708056,-86.68642222
1,Alabama,33.60842778,-86.68896667
1,Alabama,34.74841944,-86.69222222
1,Alabama,31.14194444,-86.69310833
1,Alabama,34.7646,-86.69776389
1,Alabama,34.83062778,-86.69988056
1,Alabama,33.42619722,-86.70472222
1,Alabama,33.49855,-86.70865833
1,Alabama,34.75607222,-86.71620833
1,Alabama,31.52631944,-86.71785556
1,Alabama,34.75677222,-86.71893056
1,Alabama,33.55872222,-86.73154444
1,Alabama,31.87916111,-86.73305833
1,Alabama,33.31057222,-86.73528056
1,Alabama,33.54225833,-86.73546667
1,Alabama,33.08368333,-86.73578889
1,Alabama,33.61901389,-86.73861944
1,Alabama,33.55961944,-86.73916111
1,Alabama,33.43405833,-86.73936944
1,Alabama,32.27181389,-86.73970556
1,Alabama,34.14249722,-86.74184444
1,Alabama,33.55042778,-86.74583611
1,Alabama,33.64441667,-86.74748889
1,Alabama,34.22150833,-86.74893611
1,Alabama,34.76326944,-86.74956667
1,Alabama,33.07156389,-86.75033056
1,Alabama,33.57077778,-86.75395
1,Alabama,34.89658889,-86.75595833
1,Alabama,33.46453611,-86.75705833
1,Alabama,34.96261111,-86.76130278
1,Alabama,33.54386389,-86.76139722
1,Alabama,33.47296944,-86.76435833
1,Alabama,33.54349722,-86.76805833
1,Alabama,33.53155556,-86.76963056
1,Alabama,33.52100833,-86.77439722
1,Alabama,33.167,-86.77476389
1,Alabama,33.37140833,-86.77816667
1,Alabama,33.33398611,-86.77938056
1,Alabama,33.63128611,-86.78028889
1,Alabama,34.147475,-86.78220556
1,Alabama,33.53759167,-86.784475
1,Alabama,33.52098889,-86.78470833
1,Alabama,34.18365,-86.78503889
1,Alabama,33.54484167,-86.78510833
1,Alabama,34.94947222,-86.78562778
1,Alabama,33.45609722,-86.78605556
1,Alabama,33.40238889,-86.78660833
1,Alabama,34.95091667,-86.78666111
1,Alabama,33.31902222,-86.78682778
1,Alabama,33.39989167,-86.78705278
1,Alabama,33.47931944,-86.78717778
1,Alabama,33.61959444,-86.7891
1,Alabama,33.30525833,-86.79031111
1,Alabama,32.80740556,-86.79234167
1,Alabama,34.59944167,-86.79354167
1,Alabama,33.51838611,-86.79743611
1,Alabama,33.60575833,-86.79755833
1,Alabama,33.39251667,-86.79774167
1,Alabama,33.53202222,-86.79961944
1,Alabama,33.23550833,-86.80533333
1,Alabama,33.39258889,-86.80648333
1,Alabama,33.27134722,-86.80994167
1,Alabama,33.50600833,-86.81101944
1,Alabama,33.50354722,-86.81112778
1,Alabama,33.52130556,-86.81429722
1,Alabama,33.50039722,-86.81433611
1,Alabama,33.52087222,-86.81475278
1,Alabama,33.49608056,-86.81624444
1,Alabama,34.70083333,-86.81766667
1,Alabama,33.51151944,-86.82094444
1,Alabama,33.8034,-86.82490556
1,Alabama,33.504875,-86.82509722
1,Alabama,33.52122778,-86.82593056
1,Alabama,33.67416389,-86.82925278
1,Alabama,33.82618333,-86.83023056
1,Alabama,34.13319167,-86.830975
1,Alabama,33.49449167,-86.83264444
1,Alabama,31.72233056,-86.83305556
1,Alabama,33.50683889,-86.83626667
1,Alabama,33.48061944,-86.83953056
1,Alabama,33.48465833,-86.83954444
1,Alabama,33.50601667,-86.84239444
1,Alabama,33.35559167,-86.84328056
1,Alabama,33.12325556,-86.84493333
1,Alabama,33.51181667,-86.84919722
1,Alabama,33.52799722,-86.85044722
1,Alabama,34.8637,-86.85049722
1,Alabama,34.33459444,-86.85260833
1,Alabama,33.50520833,-86.85446667
1,Alabama,34.20625556,-86.85942222
1,Alabama,33.50513611,-86.85987778
1,Alabama,33.9964,-86.86057778
1,Alabama,31.56023611,-86.86529167
1,Alabama,33.0024,-86.86798889
1,Alabama,33.49207222,-86.86843333
1,Alabama,34.44817778,-86.86934167
1,Alabama,33.79984722,-86.86974167
1,Alabama,33.03066111,-86.8723
1,Alabama,33.51209444,-86.87548889
1,Alabama,33.46,-86.87811667
1,Alabama,34.51267222,-86.87813889
1,Alabama,31.83803611,-86.87911667
1,Alabama,32.80196667,-86.87919444
1,Alabama,34.23109444,-86.87934444
1,Alabama,34.65268611,-86.87941111
1,Alabama,31.60958611,-86.88041389
1,Alabama,34.26724444,-86.88271389
1,Alabama,33.55145833,-86.88343611
1,Alabama,34.47853889,-86.89075833
1,Alabama,33.59716667,-86.89134167
1,Alabama,33.50314167,-86.892225
1,Alabama,33.56105,-86.89263056
1,Alabama,33.45463889,-86.89731389
1,Alabama,34.60429444,-86.89833889
1,Alabama,33.341675,-86.89884444
1,Alabama,34.32428333,-86.90070833
1,Alabama,34.62380556,-86.90087222
1,Alabama,34.63026389,-86.90161667
1,Alabama,34.33573889,-86.90218889
1,Alabama,34.28402778,-86.90480833
1,Alabama,34.62806667,-86.9107
1,Alabama,33.49513333,-86.91443056
1,Alabama,33.52000833,-86.91558056
1,Alabama,33.49411944,-86.91571667
1,Alabama,33.48442222,-86.918825
1,Alabama,33.58096111,-86.91989167
1,Alabama,33.58196667,-86.92234444
1,Alabama,33.76531667,-86.92241389
1,Alabama,33.452925,-86.92267778
1,Alabama,32.44371389,-86.92350833
1,Alabama,34.23401389,-86.92385556
1,Alabama,34.628375,-86.92428333
1,Alabama,34.26503333,-86.92564167
1,Alabama,33.44936111,-86.92616389
1,Alabama,33.47749722,-86.92658333
1,Alabama,34.85634444,-86.92805
1,Alabama,33.47441667,-86.92891667
1,Alabama,34.54598333,-86.93200556
1,Alabama,34.79078333,-86.9392
1,Alabama,33.85688056,-86.94089167
1,Alabama,33.35684444,-86.94540556
1,Alabama,34.44983611,-86.94542778
1,Alabama,33.33520556,-86.94613333
1,Alabama,33.3958,-86.94728889
1,Alabama,34.46006389,-86.94760556
1,Alabama,33.32659444,-86.95660556
1,Alabama,34.73157778,-86.95716667
1,Alabama,33.83897222,-86.961675
1,Alabama,32.34969722,-86.96529167
1,Alabama,34.19599167,-86.96921389
1,Alabama,31.45116111,-86.97065278
1,Alabama,33.78340833,-86.97199722
1,Alabama,34.25307778,-86.97218056
1,Alabama,33.36126389,-86.97235
1,Alabama,34.56194167,-86.9725
1,Alabama,33.62897778,-86.97764722
1,Alabama,34.57800556,-86.978525
1,Alabama,32.52446667,-86.98175278
1,Alabama,33.41881944,-86.98181667
1,Alabama,34.79051667,-86.98341944
1,Alabama,33.39006944,-86.98608611
1,Alabama,33.51929722,-87.00559444
1,Alabama,34.73254444,-87.01131667
1,Alabama,34.24999167,-87.01691944
1,Alabama,32.42115833,-87.01980278
1,Alabama,34.47243333,-87.01998056
1,Alabama,33.34848056,-87.02056667
1,Alabama,33.34067222,-87.02091667
1,Alabama,31.277525,-87.02506667
1,Alabama,33.280875,-87.0286
1,Alabama,32.43125833,-87.02950278
1,Alabama,34.58713889,-87.03503611
1,Alabama,33.31581944,-87.03642222
1,Alabama,31.29831667,-87.03813889
1,Alabama,34.61946944,-87.03952222
1,Alabama,33.94849722,-87.04236944
1,Alabama,31.25410556,-87.04397778
1,Alabama,33.81730278,-87.05041944
1,Alabama,32.99447778,-87.05365278
1,Alabama,34.46754167,-87.05464444
1,Alabama,31.19705556,-87.05590833
1,Alabama,33.31469167,-87.05666944
1,Alabama,33.46616944,-87.05753056
1,Alabama,34.85608056,-87.05825
1,Alabama,31.36481944,-87.05968333
1,Alabama,33.67972778,-87.065575
1,Alabama,34.83709167,-87.07998611
1,Alabama,31.09646944,-87.08241944
1,Alabama,34.79075,-87.0895
1,Alabama,33.90846944,-87.09305278
1,Alabama,34.79221389,-87.09791944
1,Alabama,33.45818056,-87.099625
1,Alabama,32.43849167,-87.11839167
1,Alabama,34.77768611,-87.12489722
1,Alabama,33.54817222,-87.12646667
1,Alabama,33.25102222,-87.13400556
1,Alabama,33.05033889,-87.13414444
1,Alabama,34.93341944,-87.13540556
1,Alabama,34.79928333,-87.13911944
1,Alabama,33.38154722,-87.14023333
1,Alabama,33.90198333,-87.14729167
1,Alabama,34.64557222,-87.15208889
1,Alabama,33.16911944,-87.15266389
1,Alabama,34.41686944,-87.16152778
1,Alabama,31.42348611,-87.16169167
1,Alabama,34.04996944,-87.16705
1,Alabama,34.64916111,-87.16822778
1,Alabama,33.22588611,-87.175225
1,Alabama,33.22281111,-87.17944444
1,Alabama,34.18701667,-87.21153611
1,Alabama,33.94588333,-87.21586944
1,Alabama,31.01840833,-87.23039167
1,Alabama,32.86855556,-87.23150278
1,Alabama,33.80794722,-87.23448889
1,Alabama,33.00176667,-87.23998333
1,Alabama,32.31468056,-87.24141667
1,Alabama,31.61683333,-87.25696667
1,Alabama,31.79206111,-87.26287222
1,Alabama,34.48124444,-87.27271389
1,Alabama,33.73071944,-87.28164167
1,Alabama,34.51545,-87.29174444
1,Alabama,34.51978056,-87.29436389
1,Alabama,34.41360833,-87.30890278
1,Alabama,33.92608889,-87.32010556
1,Alabama,33.93625556,-87.32323611
1,Alabama,31.47588611,-87.33756667
1,Alabama,33.9819,-87.350475
1,Alabama,31.46472778,-87.35318611
1,Alabama,34.84587778,-87.37943889
1,Alabama,33.04453056,-87.38225
1,Alabama,33.86250556,-87.39317222
1,Alabama,33.92352222,-87.39382778
1,Alabama,33.175525,-87.40026667
1,Alabama,32.22598611,-87.40114722
1,Alabama,34.58400278,-87.415975
1,Alabama,33.11144722,-87.43035833
1,Alabama,33.88608611,-87.450625
1,Alabama,34.57855833,-87.45148611
1,Alabama,33.09205,-87.4585
1,Alabama,33.17551389,-87.45895278
1,Alabama,34.28108056,-87.46097778
1,Alabama,31.02483889,-87.46308056
1,Alabama,31.13909167,-87.46351389
1,Alabama,33.1921,-87.46683333
1,Alabama,34.90070278,-87.47831667
1,Alabama,33.19900278,-87.48229444
1,Alabama,33.27077778,-87.49596944
1,Alabama,33.93212222,-87.49696944
1,Alabama,33.88901389,-87.49762778
1,Alabama,31.79070833,-87.50910833
1,Alabama,33.20623889,-87.50939444
1,Alabama,34.75636944,-87.513125
1,Alabama,34.03213333,-87.51341111
1,Alabama,30.30326389,-87.52258889
1,Alabama,34.92844167,-87.53145833
1,Alabama,33.27839444,-87.53318333
1,Alabama,32.42121111,-87.53407778
1,Alabama,33.27745278,-87.53413889
1,Alabama,34.877625,-87.53623611
1,Alabama,34.78625556,-87.54821389
1,Alabama,33.17127222,-87.54825833
1,Alabama,33.15491944,-87.54878056
1,Alabama,31.16145833,-87.55150833
1,Alabama,33.17029167,-87.55260278
1,Alabama,33.16853611,-87.55661944
1,Alabama,34.6848,-87.56411667
1,Alabama,33.28962778,-87.57020833
1,Alabama,30.61415,-87.57322778
1,Alabama,30.26959167,-87.58640833
1,Alabama,31.08428611,-87.58785556
1,Alabama,32.59497222,-87.59230556
1,Alabama,32.46735278,-87.59396667
1,Alabama,34.35842778,-87.59974722
1,Alabama,33.224925,-87.60191944
1,Alabama,30.62780278,-87.60538333
1,Alabama,33.33970556,-87.60828889
1,Alabama,32.87806667,-87.60954444
1,Alabama,33.271825,-87.61752778
1,Alabama,33.27357778,-87.62020278
1,Alabama,34.69343056,-87.62211111
1,Alabama,31.60738333,-87.62943333
1,Alabama,34.8397,-87.63585833
1,Alabama,34.38554167,-87.63837222
1,Alabama,30.25603611,-87.64104722
1,Alabama,34.84375,-87.64636944
1,Alabama,33.51883333,-87.64870278
1,Alabama,34.636325,-87.64894722
1,Alabama,31.02217778,-87.65139167
